,delta_sigma_eta,betas,varnames,specification,IV_varnames
210,0.48839986778827166,,,,
211,2.229065870753631,,,,
212,-0.9301626821994896,,,,
213,0.22630035924700057,,,,
214,4.553632649046737,,,,
215,1.4333413321801236,,,,
216,3.6473095712563484,,,,
217,3.5033448810043937,,,,
218,3.8375377364317127,,,,
219,3.98371428617608,,,,
220,3.5941392435840713,,,,
221,3.7627661882157617,,,,
222,1.6447924706665045,,,,
223,1.545813641532872,,,,
224,1.6728794914919782,,,,
225,2.56625851418021,,,,
226,3.416593128328255,,,,
227,-0.7310578428548862,,,,
228,1.3002697347253527,,,,
229,2.2243155242307915,,,,
230,2.9804536690464913,,,,
231,1.628788433794226,,,,
232,-0.11855806291850562,,,,
233,-0.13082823895590118,,,,
234,1.4826000613780492,,,,
235,1.9259545369588158,,,,
236,4.002238634657815,,,,
237,1.8355927846436078,,,,
238,4.440051831635149,,,,
239,4.521139317447193,,,,
240,2.569913872320215,,,,
241,3.2487464924524114,,,,
242,1.03721983759515,,,,
243,3.180124627831964,,,,
244,3.8381044812338265,,,,
245,2.093734474045957,,,,
246,0.3428994143717208,,,,
247,7.090491169692602,,,,
248,4.7923292871837,,,,
249,1.8900125882366083,,,,
250,-1.8286242109353135,,,,
251,-2.154641379728685,,,,
252,2.7090257351132196,,,,
253,3.245107092897531,,,,
254,3.4226716914488873,,,,
255,3.1954405710705243,,,,
256,2.976448615785501,,,,
257,0.7978173182696262,,,,
258,1.9058829476563122,,,,
259,2.915526196595672,,,,
260,2.3084870503748287,,,,
261,0.978010783907376,,,,
262,3.495876734860117,,,,
263,-0.21994738188333485,,,,
264,1.5519063849842043,,,,
265,0.5290969520094508,,,,
266,1.9618716801123341,,,,
267,4.498822727457526,,,,
268,4.6705858133919955,,,,
269,4.143094110979889,,,,
270,-0.6557776897310129,,,,
271,3.2090335593519526,,,,
272,4.1161673752683585,,,,
273,1.2748652169789687,,,,
274,2.821319272988421,,,,
275,1.6360285543659019,,,,
276,-1.1899024428229956,,,,
277,0.34483460862049853,,,,
278,0.3825882412697329,,,,
279,0.6618988871871945,,,,
280,3.044147100837115,,,,
281,1.831693834777781,,,,
282,-1.9023379212612304,,,,
283,1.149307792343445,,,,
284,1.756760070562288,,,,
285,-0.49272229828472647,,,,
286,2.309467607935222,,,,
287,4.447586348108578,,,,
288,2.940102646752668,,,,
289,3.153971203125374,,,,
290,1.4597071007852842,,,,
291,0.9566658542434383,,,,
292,2.7601996189809914,,,,
293,2.165127633987308,,,,
294,0.8546231343026034,,,,
295,2.9501594080041644,,,,
296,2.220376193937059,,,,
297,3.137034332635877,,,,
298,4.699211715362161,,,,
299,5.120441460420495,,,,
300,0.9387561914461222,,,,
301,-1.138492938591529e-12,,,,
302,-3.4522158979814783e-13,,,,
303,-3.6132487892254885e-14,,,,
304,-2.7777746688489212e-08,,,,
305,-1.5143618316054422e-12,,,,
