,delta_sigma_eta,betas,varnames,specification,IV_varnames
80,4.534244372246926,,,,
81,1.9994528637011095,,,,
82,5.442115565298053,,,,
83,4.3378943100229685,,,,
84,0.3040531683290926,,,,
85,0.29520365370375007,,,,
86,1.2923744910823856,,,,
87,2.74360571103549,,,,
88,2.109384275585844,,,,
89,0.4323825303457785,,,,
90,0.950353390489671,,,,
91,6.531943927217059,,,,
92,4.91986695498527,,,,
93,-0.4068244661754135,,,,
94,5.709166245390945,,,,
95,5.047882383034409,,,,
96,2.749213730622695,,,,
97,-1.1738790616395438,,,,
98,3.0217548382152293,,,,
99,5.475467026708731,,,,
100,5.613770777138669,,,,
101,5.088546661508582,,,,
102,3.7440849790152164,,,,
103,2.68516927886047,,,,
104,3.959769530344046,,,,
105,2.8074847720740452,,,,
106,0.07334035467154457,,,,
107,3.276566193938309,,,,
108,-0.7591812632725552,,,,
109,-0.7474575580526746,,,,
110,3.96799782579487,,,,
111,0.03621992552646742,,,,
112,2.2805514779283254,,,,
113,-0.8271981779264274,,,,
114,4.249313481458733,,,,
115,3.012154745545763,,,,
116,3.9289934039976413,,,,
117,2.968724716365832,,,,
118,3.2763368013828753,,,,
119,1.680108240729638,,,,
120,5.39131576626251,,,,
121,1.0677647115619142,,,,
122,5.290211340579872,,,,
123,1.0575043735047371,,,,
124,2.767772024086936,,,,
125,2.9077934339846614,,,,
126,2.137378721419113,,,,
127,2.2152236937261005,,,,
128,4.328158831141216,,,,
129,2.252141425918716,,,,
130,1.5518629638448518,,,,
131,1.883743392721828,,,,
132,2.2429968009976395,,,,
133,-1.0704114582447661,,,,
134,1.9170755558140569,,,,
135,1.2824384251276453,,,,
136,3.98145995462085,,,,
137,3.174062493927386,,,,
138,4.212760485781578,,,,
139,2.765502040775538,,,,
140,4.243827586759603,,,,
141,1.9513086969101607,,,,
142,3.0584297891946415,,,,
143,0.9607966200800314,,,,
144,5.98450151866887,,,,
145,0.9686032277711607,,,,
146,4.252342782192084,,,,
147,1.4807127575572563,,,,
148,3.5250276708662613,,,,
149,4.1124730172291,,,,
150,2.742286329902172,,,,
151,4.0459646412181725,,,,
152,1.2847337908894263,,,,
153,2.1581120450985565,,,,
154,3.802926273769274,,,,
155,4.642922794805571,,,,
156,1.9192307340649393,,,,
157,3.4933211729801643,,,,
158,3.723632964048625,,,,
159,1.7424726813019138,,,,
160,1.8333007583615173,,,,
161,4.400152930480373,,,,
162,5.675473208472062,,,,
163,5.21679363446604,,,,
164,0.8215005978630862,,,,
165,4.400157422928756,,,,
166,1.7330583765941177,,,,
167,2.3355655482796878,,,,
168,1.9286699534309437,,,,
169,2.349631677295143,,,,
170,2.8642853942642246,,,,
171,-0.4085254479975407,,,,
172,2.9551613794480986,,,,
173,1.6337771524093914,,,,
174,0.8141171118727996,,,,
175,2.989029180517381,,,,
176,3.133588764400337,,,,
177,5.264270313505021,,,,
178,4.284961222972163,,,,
179,4.129455744903262,,,,
180,3.796031115236377,,,,
181,5.481579309012843,,,,
182,2.4676202357977,,,,
183,2.5939277418319477,,,,
184,4.788841539810059,,,,
185,5.016467424968558,,,,
186,-0.9885276675535434,,,,
187,4.333588400446928,,,,
188,1.8157966475437177,,,,
189,2.298387378482014,,,,
190,4.6343078177413215,,,,
191,1.214340955062676,,,,
192,3.150993800911919,,,,
193,3.7540042357395884,,,,
194,-0.3439168041311483,,,,
195,1.3918485121874147,,,,
196,4.7485350108506825,,,,
197,2.0074241736091705,,,,
198,2.8258940315541023,,,,
199,3.770837351439709,,,,
200,5.138370024596643,,,,
201,3.587193282760826,,,,
202,2.3816375738501674,,,,
203,2.3725816315547963,,,,
204,-0.415361100362062,,,,
205,0.6845228869148978,,,,
206,-0.6304813342438951,,,,
207,-1.0046323511804338,,,,
208,2.8600348697295583,,,,
209,-0.761156059673243,,,,
210,0.7149665328328446,,,,
211,2.428196086590167,,,,
212,-0.6992477404251022,,,,
213,0.6324134889980125,,,,
214,4.8545777033818895,,,,
215,1.781088018705884,,,,
216,3.995870834815156,,,,
217,3.8493841897655368,,,,
218,4.169493108750623,,,,
219,4.352058452255277,,,,
220,3.85538865860061,,,,
221,4.056019012005995,,,,
222,1.8677987129936817,,,,
223,1.7533022156549174,,,,
224,1.9142700816342693,,,,
225,2.841566164846052,,,,
226,3.610565460082149,,,,
227,-0.440189548132571,,,,
228,1.5823202685164872,,,,
229,2.457542546542003,,,,
230,3.251520213618783,,,,
231,1.8326459799955088,,,,
232,0.052428976428947574,,,,
233,0.03581366497203641,,,,
234,1.8323715827920202,,,,
235,2.205257438205078,,,,
236,4.291671181236719,,,,
237,2.2062370431212748,,,,
238,4.74306171252633,,,,
239,4.911139711473648,,,,
240,2.857071316428377,,,,
241,3.544687336256045,,,,
242,1.3341404244366009,,,,
243,3.3989364305389165,,,,
244,4.156837436962332,,,,
245,2.3929365186867004,,,,
246,0.8333601039851555,,,,
247,7.512596279671905,,,,
248,5.134988449668344,,,,
249,2.101483105264091,,,,
250,-1.6536937713840223,,,,
251,-1.9724407570422282,,,,
252,3.0163143308504443,,,,
253,3.4716561444894443,,,,
254,3.668874731122677,,,,
255,3.4696027704992862,,,,
256,3.190604585558252,,,,
257,1.071542212375655,,,,
258,2.1836540339032977,,,,
259,3.194632043045795,,,,
260,2.5731624910864386,,,,
261,1.2677148182482323,,,,
262,3.7138324323419956,,,,
263,0.10778096674345373,,,,
264,1.7881189364672763,,,,
265,0.7049990625330004,,,,
266,2.088878851328581,,,,
267,4.9265154566744265,,,,
268,5.0175444258629485,,,,
269,4.4768962535978005,,,,
270,-0.29810007734733246,,,,
271,3.483179002746975,,,,
272,4.345647130325789,,,,
273,1.5415611570644774,,,,
274,3.052196459879621,,,,
275,1.8655940510218274,,,,
276,-0.9826962546560603,,,,
277,0.4646944141869118,,,,
278,0.5571683676303403,,,,
279,0.9578141929815956,,,,
280,3.254404084817271,,,,
281,2.0669855405165043,,,,
282,-1.639983745509395,,,,
283,1.3344490084713267,,,,
284,1.9195225379001972,,,,
285,-0.08613052838269751,,,,
286,2.619720555779251,,,,
287,4.777866670204814,,,,
288,3.19386739164689,,,,
289,3.34934335098588,,,,
290,1.731259910479477,,,,
291,1.161377550392269,,,,
292,3.0196558817660715,,,,
293,2.4327018539324032,,,,
294,1.1402080069531886,,,,
295,3.1988287983058723,,,,
296,2.4045688353873396,,,,
297,3.5402105739093623,,,,
298,5.106989468290682,,,,
299,5.473228187888722,,,,
300,1.0217910998439854,,,,
301,-1.1619824558768447e-12,,,,
302,-4.0084561498000536e-13,,,,
303,2.8199806452892516e-13,,,,
304,-7.685733414908132e-09,,,,
305,-7.401887018743221e-13,,,,
