,delta_sigma_eta,betas,varnames,specification,IV_varnames
147,1.5546742343879745,,,,
148,3.584666234508361,,,,
149,4.179186052684608,,,,
150,2.994231457250297,,,,
151,4.316836557536664,,,,
152,1.6088789239925416,,,,
153,2.2375150536394033,,,,
154,3.8495503236502358,,,,
155,4.699934250066726,,,,
156,1.8486022084895106,,,,
157,3.4062283920140297,,,,
158,3.654184704137551,,,,
159,1.8989125134441383,,,,
160,1.9409869071337869,,,,
161,4.506431094091866,,,,
162,5.4452147516411165,,,,
163,4.9875650741297575,,,,
164,0.5907590989406477,,,,
165,4.264779948048242,,,,
166,1.600962862871868,,,,
167,2.2001898418154986,,,,
168,2.172050032755587,,,,
169,2.5759019485271373,,,,
170,3.0172171356379986,,,,
171,-0.3317480361106581,,,,
172,3.0264131413954938,,,,
173,1.7002075073843363,,,,
174,1.0823145031461476,,,,
175,3.149236955125458,,,,
176,3.2555412861609465,,,,
177,5.0290631331606885,,,,
178,4.07942957792221,,,,
179,3.8924947380057806,,,,
180,3.716836537332309,,,,
181,5.377657812066073,,,,
182,2.348850618514062,,,,
183,2.3307902460116656,,,,
184,4.514651688054229,,,,
185,4.732191195801125,,,,
186,-1.333208904649196,,,,
187,4.01069235593624,,,,
188,1.477820475343811,,,,
189,2.2093785997678657,,,,
190,4.541937599384444,,,,
191,1.1293912544858706,,,,
192,3.1666443458355733,,,,
193,3.7277147053374744,,,,
194,-0.2899250368440909,,,,
195,1.265867856792783,,,,
196,4.667138669507413,,,,
197,1.889385230534824,,,,
198,2.828795626090139,,,,
199,3.7432289673820476,,,,
200,5.115799576930685,,,,
201,3.559232655069555,,,,
202,2.364916246018986,,,,
203,2.3549677018057302,,,,
204,-0.439639008813856,,,,
205,0.6694912916443243,,,,
206,-0.6388953330818973,,,,
207,-0.7767004739705633,,,,
208,3.093080386390106,,,,
209,-0.5268557938089312,,,,
210,0.729979095373098,,,,
211,2.415606236645952,,,,
212,-0.6785503836693271,,,,
213,0.682355262049284,,,,
214,4.865946992650169,,,,
215,1.8265213079067197,,,,
216,3.8851896565839894,,,,
217,3.7392006743491053,,,,
218,4.061882244121745,,,,
219,4.331295009964406,,,,
220,3.8695846258492517,,,,
221,4.065329168219014,,,,
222,1.9424172410781986,,,,
223,1.8280518704499544,,,,
224,1.9883919897076456,,,,
225,2.84523144355841,,,,
226,3.6009589554501966,,,,
227,-0.43612497959932034,,,,
228,1.6282379350870204,,,,
229,2.5161996793033565,,,,
230,3.3027488725053398,,,,
231,1.923919073925157,,,,
232,0.11948861322135337,,,,
233,0.0996022502423671,,,,
234,1.7454497907747695,,,,
235,2.1644822553112215,,,,
236,4.247785785398704,,,,
237,2.3350751440634445,,,,
238,4.833906650354949,,,,
239,5.046925693262639,,,,
240,2.9373044130038686,,,,
241,3.627563936677634,,,,
242,1.4173130164923053,,,,
243,3.685562571490052,,,,
244,4.555897027644133,,,,
245,2.7782664784505977,,,,
246,0.544415680638493,,,,
247,7.258162239871091,,,,
248,4.907184335120322,,,,
249,2.259581878614057,,,,
250,-1.5212001092729612,,,,
251,-1.8332989530373067,,,,
252,3.0805102892976084,,,,
253,3.4981054787403485,,,,
254,3.7022730349582393,,,,
255,3.4081360908031155,,,,
256,3.1342883910172725,,,,
257,1.0101365374147928,,,,
258,1.9672143262050537,,,,
259,2.976212543598301,,,,
260,2.376392140245204,,,,
261,1.0901586841549078,,,,
262,3.5412029460496703,,,,
263,-0.014964170778858768,,,,
264,2.1232583661830398,,,,
265,0.9171957138157241,,,,
266,2.2237037855359048,,,,
267,4.453699432241652,,,,
268,4.588317596495181,,,,
269,4.058351511279139,,,,
270,-0.456400589136808,,,,
271,3.384081664035794,,,,
272,4.277625859803735,,,,
273,1.5910400310880721,,,,
274,3.0932161476866837,,,,
275,1.9062625748832467,,,,
276,-0.8434642794582341,,,,
277,0.5435371150770503,,,,
278,0.6729913293634703,,,,
279,1.0296872161632042,,,,
280,3.2913254756153916,,,,
281,2.117846424983829,,,,
282,-1.7394212756733858,,,,
283,1.3055458268336158,,,,
284,1.9097470286773206,,,,
285,0.08204562555996117,,,,
286,2.785369757163871,,,,
287,4.941244262947584,,,,
288,3.2656121266361757,,,,
289,3.459547121507379,,,,
290,1.7898066143332088,,,,
291,1.3755659177644641,,,,
292,3.2780780839743526,,,,
293,2.697537609779707,,,,
294,1.0560031905427565,,,,
295,3.1073385846634753,,,,
296,2.3285726322916913,,,,
297,3.123362748958717,,,,
298,4.690246375345972,,,,
299,5.063262409562549,,,,
300,1.0175957337692731,,,,
301,2.747777503505621e-12,,,,
302,5.930345008326312e-13,,,,
303,-1.5092563730518372e-13,,,,
304,0.37028583172858737,,,,
305,0.1099215902019075,,,,
306,-2.786263108850481,,,,
307,2.656629974708407,,,,
308,0.17725287088351688,,,,
