,delta_sigma_eta,betas,varnames,specification,IV_varnames
97,-0.906486176404009,,,,
98,3.262401982102831,,,,
99,5.15101948259236,,,,
100,5.2845342816143495,,,,
101,4.70634671023796,,,,
102,3.752109722066589,,,,
103,2.6982259789098775,,,,
104,3.9626313816154406,,,,
105,3.036405821202821,,,,
106,0.3302446155479635,,,,
107,3.511536843316259,,,,
108,-0.9916299780925025,,,,
109,-0.9770941020229004,,,,
110,3.804000641556355,,,,
111,0.09682502825388487,,,,
112,2.2993620182962795,,,,
113,-0.7648715800076029,,,,
114,4.305132803565879,,,,
115,3.0948158777509343,,,,
116,4.038276910901665,,,,
117,2.908583756494273,,,,
118,3.217226670445375,,,,
119,1.664175766915042,,,,
120,5.235249589095853,,,,
121,0.8770327063754761,,,,
122,5.1850812495065375,,,,
123,1.1878287839008055,,,,
124,2.803231087273198,,,,
125,3.040123353431154,,,,
126,2.478332469610869,,,,
127,2.4867709445150306,,,,
128,4.562736683533309,,,,
129,2.145487005316575,,,,
130,1.4659871800614304,,,,
131,1.7703564689288138,,,,
132,2.280378606198869,,,,
133,-1.0136218593177533,,,,
134,1.94499959273878,,,,
135,1.354620555173752,,,,
136,4.055864500157389,,,,
137,3.241287498196978,,,,
138,4.285695615358266,,,,
139,2.7829430828314905,,,,
140,4.290870465747785,,,,
141,2.0820438553871314,,,,
142,3.1437726884662696,,,,
143,1.0625041121957675,,,,
144,5.99440173975338,,,,
145,1.006451353517475,,,,
146,4.252765739543053,,,,
147,1.550999940859181,,,,
148,3.582080062667108,,,,
149,4.17585758464348,,,,
150,2.990974537530364,,,,
151,4.313392032931339,,,,
152,1.6049667248458095,,,,
153,2.2333274833793624,,,,
154,3.8466559148381463,,,,
155,4.696489054666448,,,,
156,1.8452741858453072,,,,
157,3.4038779305469102,,,,
158,3.6508306862941384,,,,
159,1.8943984397194145,,,,
160,1.9374893989367261,,,,
161,4.50296773795162,,,,
162,5.4409315273633165,,,,
163,4.9832203689331935,,,,
164,0.5865128262721844,,,,
165,4.261412180053777,,,,
166,1.5979340375172344,,,,
167,2.1968227238690683,,,,
168,2.169031742795253,,,,
169,2.573095238427226,,,,
170,3.0151632864550235,,,,
171,-0.33472746740751164,,,,
172,3.0241921751148633,,,,
173,1.6969595145416165,,,,
174,1.0783591048844174,,,,
175,3.1461003919774044,,,,
176,3.2528812561148372,,,,
177,5.025404315630319,,,,
178,4.076239207049166,,,,
179,3.888338033146365,,,,
180,3.711926144651637,,,,
181,5.373777770584568,,,,
182,2.3453821759823166,,,,
183,2.326340223825319,,,,
184,4.511348383460067,,,,
185,4.728095187207168,,,,
186,-1.3374765033150742,,,,
187,4.007426812067104,,,,
188,1.4742435661874473,,,,
189,2.2052881286967416,,,,
190,4.5384908006864535,,,,
191,1.1264458817293217,,,,
192,3.1632192527184304,,,,
193,3.724807928627426,,,,
194,-0.2938757321891334,,,,
195,1.2615259561552852,,,,
196,4.663416936156209,,,,
197,1.8851533598141836,,,,
198,2.824740475033317,,,,
199,3.739645623153333,,,,
200,5.11209501438614,,,,
201,3.556455237401115,,,,
202,2.361333118691771,,,,
203,2.3517476008174643,,,,
204,-0.4418765735046934,,,,
205,0.6678008836864643,,,,
206,-0.6403440099719125,,,,
207,-0.7794393904443757,,,,
208,3.090208923993471,,,,
209,-0.529759846316568,,,,
210,0.7274289654517221,,,,
211,2.413365120066238,,,,
212,-0.6811493279479057,,,,
213,0.6777468738978274,,,,
214,4.862509743251191,,,,
215,1.8225571363253452,,,,
216,3.881314453169762,,,,
217,3.7353536338144333,,,,
218,4.058192481266927,,,,
219,4.3271184908421025,,,,
220,3.866606521116982,,,,
221,4.061989015733391,,,,
222,1.939855421805805,,,,
223,1.8256686778212239,,,,
224,1.9856193588876188,,,,
225,2.8421230886274578,,,,
226,3.5987610275517214,,,,
227,-0.4394059273549428,,,,
228,1.6250067246473878,,,,
229,2.5135266422774913,,,,
230,3.2996426019001563,,,,
231,1.921583471476491,,,,
232,0.11753158146432449,,,,
233,0.09769534236982437,,,,
234,1.7415203985022147,,,,
235,2.161341248481892,,,,
236,4.244530763579455,,,,
237,2.3307796270514194,,,,
238,4.830384348447606,,,,
239,5.042412634180369,,,,
240,2.933992794911141,,,,
241,3.6241510572559794,,,,
242,1.4138888576060273,,,,
243,3.68288739702686,,,,
244,4.552040742733586,,,,
245,2.774635729852473,,,,
246,0.5390423543503113,,,,
247,7.253547079903217,,,,
248,4.903456261853414,,,,
249,2.2571239985481903,,,,
250,-1.5232280047908422,,,,
251,-1.835412496931961,,,,
252,3.0770004253772774,,,,
253,3.4955048472244115,,,,
254,3.6994485449714083,,,,
255,3.405070841780758,,,,
256,3.1318945873153012,,,,
257,1.0070761661274839,,,,
258,1.9642143044171763,,,,
259,2.9731980075122646,,,,
260,2.37353436178678,,,,
261,1.0870033876651104,,,,
262,3.5388385349123777,,,,
263,-0.018539556827726695,,,,
264,2.120496459269603,,,,
265,0.9151277406556863,,,,
266,2.222205607327795,,,,
267,4.449212463380803,,,,
268,4.584716657091311,,,,
269,4.05489175616039,,,,
270,-0.46038764799963866,,,,
271,3.381015743189777,,,,
272,4.275057650279342,,,,
273,1.5879926986394852,,,,
274,3.090575745594101,,,,
275,1.903637152354985,,,,
276,-0.8458300935741503,,,,
277,0.5421692785103853,,,,
278,0.6709969494596563,,,,
279,1.0263159614039246,,,,
280,3.2889170518846007,,,,
281,2.1151534467548245,,,,
282,-1.7423580108767809,,,,
283,1.3034677568210096,,,,
284,1.9079197998839124,,,,
285,0.07729390924138807,,,,
286,2.781714429700376,,,,
287,4.937355004026814,,,,
288,3.2626771009609032,,,,
289,3.4572729887146085,,,,
290,1.7866737745878079,,,,
291,1.3731164871970145,,,,
292,3.27497062877616,,,,
293,2.694333932996979,,,,
294,1.0528353028134214,,,,
295,3.1045806341871027,,,,
296,2.326531665356855,,,,
297,3.119126111419702,,,,
298,4.685958761816892,,,,
299,5.059577176730959,,,,
300,1.0166569038540128,,,,
301,3.734457977301098e-13,,,,
302,-6.95748103408748e-14,,,,
303,-3.106996724471485e-13,,,,
304,-2.9302698755747336,,,,
305,2.49758878996977,,,,
306,1.2011728256365664,,,,
307,0.46326716812996327,,,,
