,delta_sigma_eta,betas,varnames,specification,IV_varnames
74,3.7652550324557215,,,,
75,5.8296835477897755,,,,
76,1.7935814776846533,,,,
77,7.219291773316738,,,,
78,2.5667518365291127,,,,
79,5.126888746439708,,,,
80,4.531401379731657,,,,
81,1.995063958559769,,,,
82,5.438512505101274,,,,
83,4.334263222991643,,,,
84,0.3022751087297725,,,,
85,0.29351221514411346,,,,
86,1.2908306004249301,,,,
87,2.74135758235507,,,,
88,2.1072688023942487,,,,
89,0.43029511437841744,,,,
90,0.9451886877727227,,,,
91,6.527790458191386,,,,
92,4.915462144949732,,,,
93,-0.4111856814302223,,,,
94,5.705883980778612,,,,
95,5.043658995451024,,,,
96,2.746860023933678,,,,
97,-1.1765152075192207,,,,
98,3.019388647943893,,,,
99,5.472286657455886,,,,
100,5.6105408451898535,,,,
101,5.084779542506061,,,,
102,3.741429095183367,,,,
103,2.682101252745927,,,,
104,3.957324119704923,,,,
105,2.80511874810969,,,,
106,0.07060828303037385,,,,
107,3.2741220760191565,,,,
108,-0.7624337450471754,,,,
109,-0.7506948906933678,,,,
110,3.9652148985936875,,,,
111,0.03400573372361926,,,,
112,2.278891193559529,,,,
113,-0.8294243755132491,,,,
114,4.2459297510080205,,,,
115,3.0091843403309406,,,,
116,3.9267616812031685,,,,
117,2.965928121465514,,,,
118,3.273553221486067,,,,
119,1.6781079040720568,,,,
120,5.388111440723101,,,,
121,1.0642295471849554,,,,
122,5.287441075148005,,,,
123,1.0551452526482805,,,,
124,2.7663739751983822,,,,
125,2.905389611918265,,,,
126,2.133938904107089,,,,
127,2.2122253409353045,,,,
128,4.325625443324873,,,,
129,2.25038670118012,,,,
130,1.5507761455094458,,,,
131,1.8818007764062543,,,,
132,2.240929283244034,,,,
133,-1.0727839820138279,,,,
134,1.915594640878335,,,,
135,1.279291815995406,,,,
136,3.9784387824147673,,,,
137,3.171575203982622,,,,
138,4.209186308091726,,,,
139,2.7629922860406313,,,,
140,4.240749488258117,,,,
141,1.9486164685667728,,,,
142,3.056275472325309,,,,
143,0.9584502730426656,,,,
144,5.981474957639759,,,,
145,0.964768871086885,,,,
146,4.249994266121551,,,,
147,1.4776726539743292,,,,
148,3.5228940872614762,,,,
149,4.10972213144235,,,,
150,2.7397234072260312,,,,
151,4.04325180812587,,,,
152,1.281640644318433,,,,
153,2.15463900685387,,,,
154,3.8005324939224834,,,,
155,4.640070712200143,,,,
156,1.9163982190957267,,,,
157,3.491311746727553,,,,
158,3.720778683397103,,,,
159,1.7387674380759754,,,,
160,1.8304414866740237,,,,
161,4.3973217917281975,,,,
162,5.671710793131541,,,,
163,5.212978394118878,,,,
164,0.8177697820036214,,,,
165,4.397249788814976,,,,
166,1.7304421125742115,,,,
167,2.33265846768333,,,,
168,1.9262395225138331,,,,
169,2.347375461489906,,,,
170,2.862641447340727,,,,
171,-0.4109824300499268,,,,
172,2.953334521656861,,,,
173,1.631095799135925,,,,
174,0.8108933288317666,,,,
175,2.986484776947587,,,,
176,3.131433647021004,,,,
177,5.26105454941392,,,,
178,4.282149600003808,,,,
179,4.125819323153403,,,,
180,3.7918435183513726,,,,
181,5.47825629376459,,,,
182,2.4646475434741175,,,,
183,2.5900131068765915,,,,
184,4.785902609896621,,,,
185,5.012849462633563,,,,
186,-0.9923240853598313,,,,
187,4.330654787622687,,,,
188,1.8125884245359167,,,,
189,2.2948970682000946,,,,
190,4.6313614998232255,,,,
191,1.2118223952421492,,,,
192,3.1481159642587464,,,,
193,3.7515605841442836,,,,
194,-0.34723454224710393,,,,
195,1.388152781188285,,,,
196,4.745364182912648,,,,
197,2.003821263873724,,,,
198,2.822481076388487,,,,
199,3.767820601471501,,,,
200,5.135251381601579,,,,
201,3.5848528877021137,,,,
202,2.3786204518510363,,,,
203,2.3698690488261107,,,,
204,-0.41724120477252363,,,,
205,0.683102626051849,,,,
206,-0.6316984045072577,,,,
207,-1.0068122961158914,,,,
208,2.8577496919200134,,,,
209,-0.7634672267414708,,,,
210,0.7128262474434232,,,,
211,2.4263149928593295,,,,
212,-0.7014291469629494,,,,
213,0.6285613108522317,,,,
214,4.851706903151623,,,,
215,1.7777761557661504,,,,
216,3.992549740973983,,,,
217,3.846087042384573,,,,
218,4.166330000495433,,,,
219,4.348561326833944,,,,
220,3.8528993670979097,,,,
221,4.053225700885641,,,,
222,1.865690006246158,,,,
223,1.7513405989248683,,,,
224,1.9119874397201793,,,,
225,2.8389576891271697,,,,
226,3.608719610848969,,,,
227,-0.44294195394083413,,,,
228,1.5796458931708768,,,,
229,2.455331479233517,,,,
230,3.2489497546986583,,,,
231,1.830725634898914,,,,
232,0.050819074897364654,,,,
233,0.034244825874437695,,,,
234,1.8290492525755564,,,,
235,2.202599446656852,,,,
236,4.288916835991506,,,,
237,2.2027116448227595,,,,
238,4.740175478506803,,,,
239,4.9074333729588835,,,,
240,2.854346897307694,,,,
241,3.5418794122968165,,,,
242,1.3313231685876563,,,,
243,3.3968589461612786,,,,
244,4.153815977349513,,,,
245,2.3900984299752883,,,,
246,0.8286987534322557,,,,
247,7.508565897332221,,,,
248,5.131716687005763,,,,
249,2.099492092984651,,,,
250,-1.6553392051199414,,,,
251,-1.974155137537496,,,,
252,3.013395243546999,,,,
253,3.469495749679184,,,,
254,3.666527869130938,,,,
255,3.4670008461558792,,,,
256,3.188570253831133,,,,
257,1.068944430572226,,,,
258,2.1810190741861435,,,,
259,3.1919844126251373,,,,
260,2.5706519864375066,,,,
261,1.2649691145469784,,,,
262,3.7117596115126346,,,,
263,0.1046835350549668,,,,
264,1.785895372039411,,,,
265,0.7033383824095989,,,,
266,2.087677676082592,,,,
267,4.922445672127752,,,,
268,5.014231539106179,,,,
269,4.473708649696687,,,,
270,-0.30148604559974,,,,
271,3.4805640332255017,,,,
272,4.343452912316849,,,,
273,1.5390334154562955,,,,
274,3.0500073183894365,,,,
275,1.8634173561836331,,,,
276,-0.9846396925745593,,,,
277,0.4635695993654005,,,,
278,0.555530395820226,,,,
279,0.9550141351585324,,,,
280,3.252407348402705,,,,
281,2.064752059179444,,,,
282,-1.6424542032459186,,,,
283,1.332700769589191,,,,
284,1.917985359480748,,,,
285,-0.0899900999000038,,,,
286,2.616766804087326,,,,
287,4.774722102747313,,,,
288,3.1914585244968228,,,,
289,3.3474853970491907,,,,
290,1.728684845655029,,,,
291,1.1594397994505925,,,,
292,3.017197646030121,,,,
293,2.4301666967705855,,,,
294,1.137505725186104,,,,
295,3.1964728265350333,,,,
296,2.402823177733975,,,,
297,3.5363631802121964,,,,
298,5.103099020196612,,,,
299,5.46985728405988,,,,
300,1.021002341878096,,,,
301,-8.286943940520304e-13,,,,
302,-1.8927389675682213e-12,,,,
303,-1.8074176804066638e-12,,,,
304,-2.0914131658168574e-12,,,,
305,0.6380901401574217,,,,
306,-0.0603540095522739,,,,
