,delta_sigma_eta,betas,varnames,specification,IV_varnames
228,1.5288972640214686,,,,
229,2.4133728433736317,,,,
230,3.200173551357833,,,,
231,1.7942403541111578,,,,
232,0.020228920420411457,,,,
233,0.004434230201134224,,,,
234,1.7660233967201855,,,,
235,2.152195000578817,,,,
236,4.236685018808251,,,,
237,2.1358495715610615,,,,
238,4.6854511181407785,,,,
239,4.8371292143822915,,,,
240,2.8026538293632437,,,,
241,3.488602549062686,,,,
242,1.277869736691745,,,,
243,3.3574450419917357,,,,
244,4.096476566978492,,,,
245,2.3362450355440187,,,,
246,0.7401935024172612,,,,
247,7.432179087737603,,,,
248,5.069707020231507,,,,
249,2.061660957830164,,,,
250,-1.6866095989407466,,,,
251,-2.0067309823702257,,,,
252,2.95802042929836,,,,
253,3.4285427415693226,,,,
254,3.622036873640201,,,,
255,3.417633994258114,,,,
256,3.1499790556138345,,,,
257,1.0196555988152174,,,,
258,2.1310218540073653,,,,
259,3.1417468235608497,,,,
260,2.5230154207723596,,,,
261,1.2128632004426212,,,,
262,3.672447907104607,,,,
263,0.04587743570819342,,,,
264,1.7436433100857391,,,,
265,0.6717993725067868,,,,
266,2.064872740640844,,,,
267,4.845266216628005,,,,
268,4.951446380204871,,,,
269,4.4132989780944065,,,,
270,-0.3657894057005766,,,,
271,3.4309969247535235,,,,
272,4.301879935682933,,,,
273,1.491062847511536,,,,
274,3.0084658099757435,,,,
275,1.8221119507005923,,,,
276,-1.0215906190048958,,,,
277,0.4421835393296395,,,,
278,0.5243870775370191,,,,
279,0.9018604758136417,,,,
280,3.214528049772485,,,,
281,2.022378047881689,,,,
282,-1.6893806685363293,,,,
283,1.2995003318995615,,,,
284,1.8887939560130058,,,,
285,-0.16323068819402461,,,,
286,2.560757334223939,,,,
287,4.715095089257206,,,,
288,3.1457561570953025,,,,
289,3.3122471176879844,,,,
290,1.679819451673594,,,,
291,1.1226568141724642,,,,
292,2.97054319515396,,,,
293,2.382052433096495,,,,
294,1.0862076055189993,,,,
295,3.1517588696294485,,,,
296,2.369694142580141,,,,
297,3.4634378106632946,,,,
298,5.029354804625792,,,,
299,5.405979151360731,,,,
300,1.0060394359961287,,,,
301,-5.518918032038814e-13,,,,
302,-1.7547743971479082e-12,,,,
303,-1.9707460933454582e-13,,,,
304,-3.034829926301752,,,,
305,2.963996926125279,,,,
306,0.09005886875837323,,,,
