,delta_sigma_eta,betas,varnames,specification,IV_varnames
68,5.155534127513923,,,,
69,3.9557970344553097,,,,
70,3.620603744709554,,,,
71,3.603865339946715,,,,
72,2.776036953137597,,,,
73,4.86817952472051,,,,
74,4.203083736728538,,,,
75,6.896204940079874,,,,
76,2.9048806810304386,,,,
77,8.287401973798213,,,,
78,2.9466810853113454,,,,
79,5.481555646448732,,,,
80,4.824016450624269,,,,
81,2.71889058715802,,,,
82,5.912102294901307,,,,
83,4.813695859775888,,,,
84,0.5822770756492298,,,,
85,0.5595413037313186,,,,
86,1.5327411539232196,,,,
87,2.959604778878121,,,,
88,2.3110259592492146,,,,
89,0.6311307688297341,,,,
90,1.438387204260456,,,,
91,6.913239229828383,,,,
92,5.331211889427389,,,,
93,0.22230698620601058,,,,
94,6.099593758895661,,,,
95,5.641325509098444,,,,
96,3.2766885471649267,,,,
97,-0.58433572198707,,,,
98,3.5522084904481828,,,,
99,5.495796710400353,,,,
100,5.634888108226912,,,,
101,5.117309138015371,,,,
102,4.0612385251556615,,,,
103,3.0544131771014134,,,,
104,4.2474009864107485,,,,
105,3.326126486061885,,,,
106,0.6637384289821981,,,,
107,3.810706185400291,,,,
108,-0.6282620372645227,,,,
109,-0.6154311172599142,,,,
110,4.114571638205417,,,,
111,0.35268522422362286,,,,
112,2.4914417744978,,,,
113,-0.5076273095236657,,,,
114,4.701998850125778,,,,
115,3.4450951651520088,,,,
116,4.3036581874385975,,,,
117,3.228136268374078,,,,
118,3.5352934473561453,,,,
119,1.8925719895187687,,,,
120,5.598989803329675,,,,
121,1.2780537697547776,,,,
122,5.499620830745416,,,,
123,1.463696724827466,,,,
124,2.9671647231377407,,,,
125,3.321168239372874,,,,
126,2.894667784842078,,,,
127,2.853165082957154,,,,
128,4.874431882394613,,,,
129,2.34275284727658,,,,
130,1.5880074509386617,,,,
131,1.9888262954478633,,,,
132,2.5201966104440556,,,,
133,-0.7388421599672552,,,,
134,2.1169232962758517,,,,
135,1.7242541409382104,,,,
136,4.410968999347226,,,,
137,3.5337986755207904,,,,
138,4.7036152884283915,,,,
139,3.0764021419406338,,,,
140,4.651205706413251,,,,
141,2.399421794413026,,,,
142,3.3982217126224015,,,,
143,1.3395791839277233,,,,
144,6.346934716410985,,,,
145,1.4502253057191152,,,,
146,4.526687190056175,,,,
147,1.9067396673300085,,,,
148,3.8331727487679426,,,,
149,4.4986348811094725,,,,
150,3.307399163506028,,,,
151,4.648042096017118,,,,
152,1.9846306600715604,,,,
153,2.6390319987137794,,,,
154,4.128492391655165,,,,
155,5.031680052734931,,,,
156,2.167127415132969,,,,
157,3.631699884040031,,,,
158,3.975162059411158,,,,
159,2.3310829473445445,,,,
160,2.2771831941733414,,,,
161,4.839347950747819,,,,
162,5.8588965079512185,,,,
163,5.407156459276559,,,,
164,1.0008827966885008,,,,
165,4.588375682130774,,,,
166,1.8919270298647552,,,,
167,2.5237235816929635,,,,
168,2.4605235351720784,,,,
169,2.8444266938555964,,,,
170,3.214091646922502,,,,
171,-0.047173540646005985,,,,
172,3.2389815913520845,,,,
173,2.0099874199986076,,,,
174,1.4600389900511082,,,,
175,3.449912365801039,,,,
176,3.5106227140874617,,,,
177,5.382051356063936,,,,
178,4.387408619048683,,,,
179,4.292537264073872,,,,
180,4.188089954184706,,,,
181,5.751845052833632,,,,
182,2.683282838313883,,,,
183,2.757498509937288,,,,
184,4.832446053198639,,,,
185,5.125626212110952,,,,
186,-0.925087297582215,,,,
187,4.323819487720998,,,,
188,1.8207610270091183,,,,
189,2.6019557483684643,,,,
190,4.873322235616166,,,,
191,1.4124187382564766,,,,
192,3.4951946521689132,,,,
193,4.0067279151029895,,,,
194,0.08809986654733899,,,,
195,1.682445622685616,,,,
196,5.024583950789141,,,,
197,2.295559050219809,,,,
198,3.220065583487638,,,,
199,4.089440208013787,,,,
200,5.473674355539742,,,,
201,3.8256208989995497,,,,
202,2.708007339998063,,,,
203,2.6636928420121166,,,,
204,-0.22782148589480852,,,,
205,0.8294973119620362,,,,
206,-0.5017989958018279,,,,
207,-0.5151931359459471,,,,
208,3.367304072669921,,,,
209,-0.24950771426568882,,,,
210,0.9732748733870689,,,,
211,2.6294159426042967,,,,
212,-0.43060281899968206,,,,
213,1.123757042083464,,,,
214,5.1972095813706884,,,,
215,2.207901867317393,,,,
216,4.258065512514173,,,,
217,4.109376838185395,,,,
218,4.416937645093949,,,,
219,4.731753385438623,,,,
220,4.156222188366124,,,,
221,4.386707616181058,,,,
222,2.1871560397971153,,,,
223,2.0556764980563953,,,,
224,2.2532825854195733,,,,
225,3.142659718306972,,,,
226,3.8122257514837297,,,,
227,-0.12253962420152543,,,,
228,1.9377443698104637,,,,
229,2.772191422134162,,,,
230,3.6003210526759655,,,,
231,2.1461942128626306,,,,
232,0.30562200523258504,,,,
233,0.28094731407531864,,,,
234,2.122390010215724,,,,
235,2.4663958166426525,,,,
236,4.560656917928503,,,,
237,2.747751687657284,,,,
238,5.172815031330911,,,,
239,5.480107535508786,,,,
240,3.254745629597206,,,,
241,3.9547333514081777,,,,
242,1.7455651259728682,,,,
243,3.9422245512266185,,,,
244,4.925258544870687,,,,
245,3.126258308588857,,,,
246,1.060492535045891,,,,
247,7.703034877598953,,,,
248,5.266494649643888,,,,
249,2.4934521755409085,,,,
250,-1.3284605098778133,,,,
251,-1.6323651075822976,,,,
252,3.417296721117869,,,,
253,3.7486515321496583,,,,
254,3.9742784547651246,,,,
255,3.7019106629472844,,,,
256,3.3639227523056303,,,,
257,1.3034486557698668,,,,
258,2.2544967502645306,,,,
259,3.2648862266179783,,,,
260,2.650023819667503,,,,
261,1.3920210452790376,,,,
262,3.7682069137074445,,,,
263,0.3260534741988475,,,,
264,2.3859453969132383,,,,
265,1.1144654587430491,,,,
266,2.3668670711031123,,,,
267,4.8845456253030495,,,,
268,4.935300084812868,,,,
269,4.391757129826718,,,,
270,-0.07507763874506757,,,,
271,3.679445246450618,,,,
272,4.525661432830821,,,,
273,1.88281790790348,,,,
274,3.3461410064106825,,,,
275,2.1577512785399,,,,
276,-0.6193429253805522,,,,
277,0.6731664187522636,,,,
278,0.8619974531486986,,,,
279,1.351876254071121,,,,
280,3.522398953537739,,,,
281,2.376103285091996,,,,
282,-1.4603078484319445,,,,
283,1.5037046363461588,,,,
284,2.084010012211232,,,,
285,0.537789741919906,,,,
286,3.1370285177954806,,,,
287,5.3154305098633525,,,,
288,3.547081891269572,,,,
289,3.6780655601491095,,,,
290,2.0899180964249133,,,,
291,1.6098852710659253,,,,
292,3.5756809489876735,,,,
293,3.0043540110428912,,,,
294,1.3586466513735316,,,,
295,3.371171336571696,,,,
296,2.5238617206655722,,,,
297,3.5313783810567414,,,,
298,5.103075948724268,,,,
299,5.418613716129044,,,,
300,1.1076480862661486,,,,
301,1.7695045934117151e-12,,,,
302,1.0275545253081437e-12,,,,
303,-6.54058168178218e-14,,,,
304,-0.1401670314627195,,,,
305,0.31293543845838967,,,,
306,-1.4386297075493086,,,,
